а, 0.0696078269621026
б, 0.0147497978914718
в, 0.0486215373447064
г, 0.01562422662553
ґ, 3.29973107191764e-05
д, 0.0284106845292109
е, 0.0469716718087476
є, 0.00336572569335599
ж, 0.0119450264803419
з, 0.0219762089389715
и, 0.052564715975648
і, 0.043869924601145
ї, 0.00308524855224299
й, 0.011780039926746
к, 0.0304235204830806
л, 0.029565590404382
м, 0.0264473445414199
н, 0.0485390440679085
о, 0.0788305753081124
п, 0.0261008727788685
р, 0.0361815512035769
с, 0.0319413967761627
т, 0.0400587352130801
у, 0.0295325930936629
ф, 0.000989919321575292
х, 0.0076883733975681
ц, 0.00633548365808187
ч, 0.012060517067859
ш, 0.00828232499051327
щ, 0.00653346752239692
ь, 0.0118130372374651
ю, 0.00523007374898946
я, 0.0216297371764201
