о_, 0.0207806288398988
и_, 0.0195650031212012
е_, 0.016640930446496
а_, 0.0158195617176463
_в, 0.0156060058481454
_п, 0.0154088773532214
_н, 0.0150639024871045
і_, 0.013421165029405
_з, 0.0123698130564773
на, 0.0118112823208595
я_, 0.0112034694615107
_т, 0.0108092124716628
в_, 0.010234254361468
_с, 0.010102835364852
_д, 0.00977428787331209
у_, 0.00944574038177218
_м, 0.0087393632749614
ер, 0.00854223478003745
не, 0.00824654203765154
ро, 0.00755659230541775
ти, 0.00745802805795578
по, 0.00740874593422479
й_, 0.00722804481387785
_я, 0.00709662581726189
ві, 0.00708019844268489
ов, 0.0070637710681079
го, 0.0070473436935309
та, 0.00699806156979991
ва, 0.00688306994776095
ли, 0.00685021519860696
